resultId,raceId,driverId,constructorId,number,grid,position,positionOrder,points,laps,milliseconds,fastestLap,rank,statusId,date,results_rownum
3313,175,69,18,20.0,21,,10,0.0,42,,,,6,1999-03-07 00:00:00,results_3313
3314,175,25,22,10.0,10,,11,0.0,28,,,,22,1999-03-07 00:00:00,results_3314
3315,175,64,15,12.0,14,,12,0.0,27,,,,7,1999-03-07 00:00:00,results_3315
3316,175,48,18,21.0,22,,13,0.0,25,,,,4,1999-03-07 00:00:00,results_3316
3317,175,15,20,19.0,12,,14,0.0,25,,,,4,1999-03-07 00:00:00,results_3317
3318,175,44,20,18.0,20,,15,0.0,23,,,,36,1999-03-07 00:00:00,results_3318
3319,175,57,1,1.0,1,,16,0.0,21,,,,37,1999-03-07 00:00:00,results_3319
3320,175,70,3,5.0,15,,17,0.0,20,,,,20,1999-03-07 00:00:00,results_3320
3321,175,14,1,2.0,2,,18,0.0,13,,,,9,1999-03-07 00:00:00,results_3321
3322,175,35,16,22.0,11,,19,0.0,13,,,,65,1999-03-07 00:00:00,results_3322
3323,175,71,17,7.0,9,,20,0.0,0,,,,4,1999-03-07 00:00:00,results_3323
3324,175,55,15,11.0,16,,21,0.0,0,,,,6,1999-03-07 00:00:00,results_3324
3325,175,65,24,17.0,13,,22,0.0,0,,,,66,1999-03-07 00:00:00,results_3325
3326,176,57,1,1.0,1,1.0,1,10.0,72,5763785.0,,,1,1999-04-11 00:00:00,results_3326
3327,176,30,6,3.0,4,2.0,2,6.0,72,5768710.0,,,1,1999-04-11 00:00:00,results_3327
3328,176,49,17,8.0,8,3.0,3,4.0,71,,,,60,1999-04-11 00:00:00,results_3328
3329,176,23,3,6.0,11,4.0,4,3.0,71,,,,11,1999-04-11 00:00:00,results_3329
3330,176,56,6,4.0,6,5.0,5,2.0,71,,,,11,1999-04-11 00:00:00,results_3330
3331,176,44,20,18.0,12,6.0,6,1.0,71,,,,11,1999-04-11 00:00:00,results_3331
3332,176,25,22,10.0,9,7.0,7,0.0,70,,,,12,1999-04-11 00:00:00,results_3332
3333,176,68,21,15.0,19,8.0,8,0.0,69,,,,13,1999-04-11 00:00:00,results_3333
3334,176,48,18,21.0,20,9.0,9,0.0,69,,,,13,1999-04-11 00:00:00,results_3334
3335,176,37,21,14.0,17,,10,0.0,52,,,,9,1999-04-11 00:00:00,results_3335
3336,176,35,16,22.0,21,,11,0.0,49,,,,9,1999-04-11 00:00:00,results_3336
3337,176,70,3,5.0,16,,12,0.0,43,,,,6,1999-04-11 00:00:00,results_3337
3338,176,22,24,16.0,3,,13,0.0,42,,,,5,1999-04-11 00:00:00,results_3338
3339,176,64,15,12.0,15,,14,0.0,42,,,,4,1999-04-11 00:00:00,results_3339
3340,176,21,22,9.0,5,,15,0.0,38,,,,8,1999-04-11 00:00:00,results_3340
3341,176,72,18,20.0,18,,16,0.0,31,,,,20,1999-04-11 00:00:00,results_3341
3342,176,55,15,11.0,14,,17,0.0,27,,,,6,1999-04-11 00:00:00,results_3342
3343,176,14,1,2.0,2,,18,0.0,22,,,,6,1999-04-11 00:00:00,results_3343
3344,176,15,20,19.0,13,,19,0.0,21,,,,6,1999-04-11 00:00:00,results_3344
3345,176,65,24,17.0,10,,20,0.0,15,,,,9,1999-04-11 00:00:00,results_3345
3346,176,71,17,7.0,7,,21,0.0,10,,,,4,1999-04-11 00:00:00,results_3346
3347,176,41,16,23.0,0,,22,0.0,0,,,,81,1999-04-11 00:00:00,results_3347
3348,177,30,6,3.0,3,1.0,1,10.0,62,5624792.0,,,1,1999-05-02 00:00:00,results_3348
3349,177,14,1,2.0,2,2.0,2,6.0,62,5629057.0,,,1,1999-05-02 00:00:00,results_3349
3350,177,22,24,16.0,6,3.0,3,4.0,61,,,,11,1999-05-02 00:00:00,results_3350
3351,177,71,17,7.0,8,4.0,4,3.0,61,,,,11,1999-05-02 00:00:00,results_3351
3352,177,21,22,9.0,16,5.0,5,2.0,61,,,,11,1999-05-02 00:00:00,results_3352
3353,177,55,15,11.0,13,6.0,6,1.0,61,,,,11,1999-05-02 00:00:00,results_3353
3354,177,63,16,23.0,19,7.0,7,0.0,59,,,,13,1999-05-02 00:00:00,results_3354
3355,177,69,18,20.0,22,8.0,8,0.0,59,,,,13,1999-05-02 00:00:00,results_3355
3356,177,48,18,21.0,21,9.0,9,0.0,59,,,,13,1999-05-02 00:00:00,results_3356
3357,177,65,24,17.0,12,10.0,10,0.0,58,,,,5,1999-05-02 00:00:00,results_3357
3358,177,70,3,5.0,10,11.0,11,0.0,58,,,,20,1999-05-02 00:00:00,results_3358
3359,177,64,15,12.0,15,,12,0.0,49,,,,20,1999-05-02 00:00:00,results_3359
3360,177,44,20,18.0,11,,13,0.0,48,,,,37,1999-05-02 00:00:00,results_3360
3361,177,56,6,4.0,4,,14,0.0,46,,,,5,1999-05-02 00:00:00,results_3361
3362,177,49,17,8.0,7,,15,0.0,46,,,,20,1999-05-02 00:00:00,results_3362
3363,177,68,21,15.0,20,,16,0.0,29,,,,32,1999-05-02 00:00:00,results_3363
3364,177,23,3,6.0,9,,17,0.0,28,,,,37,1999-05-02 00:00:00,results_3364
3365,177,57,1,1.0,1,,18,0.0,17,,,,20,1999-05-02 00:00:00,results_3365
3366,177,37,21,14.0,18,,19,0.0,5,,,,20,1999-05-02 00:00:00,results_3366
3367,177,25,22,10.0,17,,20,0.0,5,,,,20,1999-05-02 00:00:00,results_3367
3368,177,35,16,22.0,14,,21,0.0,0,,,,6,1999-05-02 00:00:00,results_3368
3369,177,15,20,19.0,5,,22,0.0,0,,,,20,1999-05-02 00:00:00,results_3369
3370,178,30,6,3.0,2,1.0,1,10.0,78,6571812.0,,,1,1999-05-16 00:00:00,results_3370
3371,178,56,6,4.0,4,2.0,2,6.0,78,6602288.0,,,1,1999-05-16 00:00:00,results_3371
3372,178,57,1,1.0,1,3.0,3,4.0,78,6609295.0,,,1,1999-05-16 00:00:00,results_3372
3373,178,49,17,8.0,6,4.0,4,3.0,78,6625821.0,,,1,1999-05-16 00:00:00,results_3373
3374,178,21,22,9.0,9,5.0,5,2.0,77,,,,11,1999-05-16 00:00:00,results_3374
3375,178,25,22,10.0,10,6.0,6,1.0,77,,,,11,1999-05-16 00:00:00,results_3375
3376,178,15,20,19.0,7,7.0,7,0.0,77,,,,11,1999-05-16 00:00:00,results_3376
3377,178,70,3,5.0,11,8.0,8,0.0,76,,,,12,1999-05-16 00:00:00,results_3377
3378,178,22,24,16.0,5,9.0,9,0.0,71,,,,20,1999-05-16 00:00:00,results_3378
3379,178,23,3,6.0,16,,10,0.0,54,,,,20,1999-05-16 00:00:00,results_3379
3380,178,55,15,11.0,14,,11,0.0,50,,,,22,1999-05-16 00:00:00,results_3380
3381,178,64,15,12.0,15,,12,0.0,49,,,,22,1999-05-16 00:00:00,results_3381
3382,178,44,20,18.0,18,,13,0.0,40,,,,5,1999-05-16 00:00:00,results_3382
3383,178,14,1,2.0,3,,14,0.0,36,,,,6,1999-05-16 00:00:00,results_3383
3384,178,63,16,23.0,12,,15,0.0,36,,,,23,1999-05-16 00:00:00,results_3384
3385,178,68,21,15.0,19,,16,0.0,36,,,,5,1999-05-16 00:00:00,results_3385
3386,178,35,16,22.0,8,,17,0.0,32,,,,44,1999-05-16 00:00:00,results_3386
3387,178,65,24,17.0,13,,18,0.0,32,,,,22,1999-05-16 00:00:00,results_3387
3388,178,37,21,14.0,21,,19,0.0,30,,,,6,1999-05-16 00:00:00,results_3388
3389,178,48,18,21.0,22,,20,0.0,24,,,,20,1999-05-16 00:00:00,results_3389
3390,178,69,18,20.0,20,,21,0.0,10,,,,6,1999-05-16 00:00:00,results_3390
3391,178,71,17,7.0,17,,22,0.0,3,,,,4,1999-05-16 00:00:00,results_3391
3392,179,57,1,1.0,1,1.0,1,10.0,65,5653665.0,,,1,1999-05-30 00:00:00,results_3392
3393,179,14,1,2.0,3,2.0,2,6.0,65,5659903.0,,,1,1999-05-30 00:00:00,results_3393
3394,179,30,6,3.0,4,3.0,3,4.0,65,5664510.0,,,1,1999-05-30 00:00:00,results_3394
3395,179,56,6,4.0,2,4.0,4,3.0,65,5683847.0,,,1,1999-05-30 00:00:00,results_3395
3396,179,23,3,6.0,10,5.0,5,2.0,65,5740873.0,,,1,1999-05-30 00:00:00,results_3396
3397,179,15,20,19.0,9,6.0,6,1.0,64,,,,11,1999-05-30 00:00:00,results_3397
3398,179,71,17,7.0,11,7.0,7,0.0,64,,,,11,1999-05-30 00:00:00,results_3398
3399,179,63,16,23.0,16,8.0,8,0.0,64,,,,11,1999-05-30 00:00:00,results_3399
3400,179,21,22,9.0,13,9.0,9,0.0,64,,,,11,1999-05-30 00:00:00,results_3400
3401,179,25,22,10.0,18,10.0,10,0.0,64,,,,11,1999-05-30 00:00:00,results_3401
3402,179,37,21,14.0,19,11.0,11,0.0,63,,,,12,1999-05-30 00:00:00,results_3402
3403,179,68,21,15.0,20,12.0,12,0.0,62,,,,13,1999-05-30 00:00:00,results_3403
3404,179,69,18,20.0,22,,13,0.0,50,,,,20,1999-05-30 00:00:00,results_3404
3405,179,35,16,22.0,6,,14,0.0,40,,,,6,1999-05-30 00:00:00,results_3405
3406,179,64,15,12.0,12,,15,0.0,40,,,,7,1999-05-30 00:00:00,results_3406
3407,179,65,24,17.0,14,,16,0.0,40,,,,7,1999-05-30 00:00:00,results_3407
3408,179,49,17,8.0,8,,17,0.0,35,,,,86,1999-05-30 00:00:00,results_3408
3409,179,55,15,11.0,5,,18,0.0,27,,,,7,1999-05-30 00:00:00,results_3409
3410,179,70,3,5.0,17,,19,0.0,24,,,,6,1999-05-30 00:00:00,results_3410
3411,179,44,20,18.0,15,,20,0.0,24,,,,6,1999-05-30 00:00:00,results_3411
3412,179,48,18,21.0,21,,21,0.0,0,,,,6,1999-05-30 00:00:00,results_3412
3413,179,22,24,16.0,7,,22,0.0,64,,,,2,1999-05-30 00:00:00,results_3413
3414,180,57,1,1.0,2,1.0,1,10.0,69,6095727.0,,,1,1999-06-13 00:00:00,results_3414
3415,180,21,22,9.0,7,2.0,2,6.0,69,6096509.0,,,1,1999-06-13 00:00:00,results_3415
3416,180,56,6,4.0,3,3.0,3,4.0,69,6097524.0,,,1,1999-06-13 00:00:00,results_3416
3417,180,23,3,6.0,13,4.0,4,3.0,69,6098119.0,,,1,1999-06-13 00:00:00,results_3417
3418,180,65,24,17.0,10,5.0,5,2.0,69,6098532.0,,,1,1999-06-13 00:00:00,results_3418
3419,180,64,15,12.0,18,6.0,6,1.0,69,6099438.0,,,1,1999-06-13 00:00:00,results_3419
3420,180,14,1,2.0,4,7.0,7,0.0,69,6100731.0,,,1,1999-06-13 00:00:00,results_3420
3421,180,48,18,21.0,22,8.0,8,0.0,68,,,,11,1999-06-13 00:00:00,results_3421
3422,180,44,20,18.0,15,9.0,9,0.0,68,,,,11,1999-06-13 00:00:00,results_3422
3423,180,69,18,20.0,21,10.0,10,0.0,67,,,,12,1999-06-13 00:00:00,results_3423
3424,180,49,17,8.0,6,11.0,11,0.0,65,,,,23,1999-06-13 00:00:00,results_3424
3425,180,70,3,5.0,12,,12,0.0,50,,,,23,1999-06-13 00:00:00,results_3425
3426,180,68,21,15.0,19,,13,0.0,41,,,,7,1999-06-13 00:00:00,results_3426
3427,180,35,16,22.0,16,,14,0.0,34,,,,20,1999-06-13 00:00:00,results_3427
3428,180,30,6,3.0,1,,15,0.0,29,,,,20,1999-06-13 00:00:00,results_3428
3429,180,37,21,14.0,20,,16,0.0,22,,,,7,1999-06-13 00:00:00,results_3429
3430,180,71,17,7.0,14,,17,0.0,14,,,,20,1999-06-13 00:00:00,results_3430
3431,180,22,24,16.0,5,,18,0.0,14,,,,38,1999-06-13 00:00:00,results_3431
3432,180,41,16,23.0,17,,19,0.0,2,,,,20,1999-06-13 00:00:00,results_3432
3433,180,55,15,11.0,8,,20,0.0,0,,,,4,1999-06-13 00:00:00,results_3433
3434,180,15,20,19.0,9,,21,0.0,0,,,,4,1999-06-13 00:00:00,results_3434
3435,180,25,22,10.0,11,,22,0.0,0,,,,7,1999-06-13 00:00:00,results_3435
3436,181,49,17,8.0,5,1.0,1,10.0,72,7104343.0,,,1,1999-06-27 00:00:00,results_3436
3437,181,57,1,1.0,14,2.0,2,6.0,72,7115435.0,,,1,1999-06-27 00:00:00,results_3437
3438,181,22,24,16.0,1,3.0,3,4.0,72,7147775.0,,,1,1999-06-27 00:00:00,results_3438
3439,181,23,3,6.0,16,4.0,4,3.0,72,7149818.0,,,1,1999-06-27 00:00:00,results_3439
3440,181,30,6,3.0,6,5.0,5,2.0,72,7152224.0,,,1,1999-06-27 00:00:00,results_3440
3441,181,56,6,4.0,17,6.0,6,1.0,72,7153244.0,,,1,1999-06-27 00:00:00,results_3441
3442,181,15,20,19.0,8,7.0,7,0.0,72,7162114.0,,,1,1999-06-27 00:00:00,results_3442
3443,181,44,20,18.0,3,8.0,8,0.0,72,7162874.0,,,1,1999-06-27 00:00:00,results_3443
3444,181,41,16,23.0,10,9.0,9,0.0,72,7193107.0,,,1,1999-06-27 00:00:00,results_3444
3445,181,69,18,20.0,20,10.0,10,0.0,71,,,,11,1999-06-27 00:00:00,results_3445
3446,181,37,21,14.0,21,11.0,11,0.0,71,,,,11,1999-06-27 00:00:00,results_3446
3447,181,21,22,9.0,7,,12,0.0,42,,,,20,1999-06-27 00:00:00,results_3447
3448,181,71,17,7.0,18,,13,0.0,31,,,,10,1999-06-27 00:00:00,results_3448
3449,181,70,3,5.0,15,,14,0.0,26,,,,5,1999-06-27 00:00:00,results_3449
3450,181,35,16,22.0,12,,15,0.0,25,,,,20,1999-06-27 00:00:00,results_3450
3451,181,25,22,10.0,13,,16,0.0,25,,,,20,1999-06-27 00:00:00,results_3451
3452,181,48,18,21.0,19,,17,0.0,25,,,,20,1999-06-27 00:00:00,results_3452
3453,181,55,15,11.0,2,,18,0.0,24,,,,20,1999-06-27 00:00:00,results_3453
3454,181,14,1,2.0,4,,19,0.0,9,,,,10,1999-06-27 00:00:00,results_3454
3455,181,64,15,12.0,11,,20,0.0,6,,,,7,1999-06-27 00:00:00,results_3455
3456,181,65,24,17.0,9,,21,0.0,4,,,,6,1999-06-27 00:00:00,results_3456
3457,181,68,21,15.0,22,,22,0.0,71,,,,2,1999-06-27 00:00:00,results_3457
3458,182,14,1,2.0,3,1.0,1,10.0,60,5550144.0,,,1,1999-07-11 00:00:00,results_3458
3459,182,56,6,4.0,4,2.0,2,6.0,60,5551973.0,,,1,1999-07-11 00:00:00,results_3459
3460,182,23,3,6.0,8,3.0,3,4.0,60,5577555.0,,,1,1999-07-11 00:00:00,results_3460
3461,182,49,17,8.0,5,4.0,4,3.0,60,5577933.0,,,1,1999-07-11 00:00:00,results_3461
3462,182,71,17,7.0,6,5.0,5,2.0,60,5588750.0,,,1,1999-07-11 00:00:00,results_3462
3463,182,64,15,12.0,12,6.0,6,1.0,60,5603787.0,,,1,1999-07-11 00:00:00,results_3463
3464,182,21,22,9.0,17,7.0,7,0.0,60,5604758.0,,,1,1999-07-11 00:00:00,results_3464
3465,182,22,24,16.0,7,8.0,8,0.0,60,5618734.0,,,1,1999-07-11 00:00:00,results_3465
3466,182,15,20,19.0,14,9.0,9,0.0,60,5622189.0,,,1,1999-07-11 00:00:00,results_3466
3467,182,25,22,10.0,18,10.0,10,0.0,60,5622267.0,,,1,1999-07-11 00:00:00,results_3467
3468,182,70,3,5.0,13,11.0,11,0.0,60,5627268.0,,,1,1999-07-11 00:00:00,results_3468
3469,182,65,24,17.0,11,12.0,12,0.0,60,5627853.0,,,1,1999-07-11 00:00:00,results_3469
3470,182,44,20,18.0,15,13.0,13,0.0,60,5630636.0,,,1,1999-07-11 00:00:00,results_3470
3471,182,55,15,11.0,10,14.0,14,0.0,59,,,,11,1999-07-11 00:00:00,results_3471
3472,182,48,18,21.0,22,15.0,15,0.0,58,,,,12,1999-07-11 00:00:00,results_3472
3473,182,68,21,15.0,19,16.0,16,0.0,58,,,,12,1999-07-11 00:00:00,results_3473
3474,182,41,16,23.0,16,,17,0.0,41,,,,22,1999-07-11 00:00:00,results_3474
3475,182,57,1,1.0,1,,18,0.0,35,,,,36,1999-07-11 00:00:00,results_3475
3476,182,35,16,22.0,9,,19,0.0,29,,,,86,1999-07-11 00:00:00,results_3476
3477,182,69,18,20.0,21,,20,0.0,6,,,,6,1999-07-11 00:00:00,results_3477
3478,182,37,21,14.0,20,,21,0.0,0,,,,6,1999-07-11 00:00:00,results_3478
3479,182,30,6,3.0,2,,22,0.0,0,,,,23,1999-07-11 00:00:00,results_3479
3480,183,56,6,4.0,3,1.0,1,10.0,71,5292438.0,,,1,1999-07-25 00:00:00,results_3480
3481,183,14,1,2.0,2,2.0,2,6.0,71,5292751.0,,,1,1999-07-25 00:00:00,results_3481
3482,183,57,1,1.0,1,3.0,3,4.0,71,5314720.0,,,1,1999-07-25 00:00:00,results_3482
3483,183,49,17,8.0,4,4.0,4,3.0,71,5345241.0,,,1,1999-07-25 00:00:00,results_3483
3484,183,25,22,10.0,10,5.0,5,2.0,71,5358796.0,,,1,1999-07-25 00:00:00,results_3484
3485,183,64,15,12.0,16,6.0,6,1.0,71,5363371.0,,,1,1999-07-25 00:00:00,results_3485
3486,183,15,20,19.0,13,7.0,7,0.0,70,,,,11,1999-07-25 00:00:00,results_3486
3487,183,71,17,7.0,11,8.0,8,0.0,70,,,,11,1999-07-25 00:00:00,results_3487
3488,183,63,6,3.0,7,9.0,9,0.0,70,,,,11,1999-07-25 00:00:00,results_3488
3489,183,44,20,18.0,18,10.0,10,0.0,70,,,,11,1999-07-25 00:00:00,results_3489
3490,183,48,18,21.0,22,11.0,11,0.0,70,,,,11,1999-07-25 00:00:00,results_3490
3491,183,21,22,9.0,12,12.0,12,0.0,68,,,,5,1999-07-25 00:00:00,results_3491
3492,183,69,18,20.0,19,13.0,13,0.0,68,,,,13,1999-07-25 00:00:00,results_3492
3493,183,65,24,17.0,6,14.0,14,0.0,67,,,,14,1999-07-25 00:00:00,results_3493
3494,183,41,16,23.0,15,15.0,15,0.0,63,,,,8,1999-07-25 00:00:00,results_3494
3495,183,22,24,16.0,5,,16,0.0,55,,,,5,1999-07-25 00:00:00,results_3495
3496,183,55,15,11.0,17,,17,0.0,49,,,,60,1999-07-25 00:00:00,results_3496
3497,183,37,21,14.0,21,,18,0.0,38,,,,20,1999-07-25 00:00:00,results_3497
3498,183,70,3,5.0,14,,19,0.0,35,,,,60,1999-07-25 00:00:00,results_3498
3499,183,35,16,22.0,9,,20,0.0,34,,,,86,1999-07-25 00:00:00,results_3499
3500,183,68,21,15.0,20,,21,0.0,25,,,,5,1999-07-25 00:00:00,results_3500
3501,183,23,3,6.0,8,,22,0.0,8,,,,20,1999-07-25 00:00:00,results_3501
3502,184,56,6,4.0,5,1.0,1,10.0,45,4918594.0,,,1,1999-08-01 00:00:00,results_3502
3503,184,63,6,3.0,4,2.0,2,6.0,45,4919601.0,,,1,1999-08-01 00:00:00,results_3503
3504,184,49,17,8.0,2,3.0,3,4.0,45,4923789.0,,,1,1999-08-01 00:00:00,results_3504
3505,184,23,3,6.0,11,4.0,4,3.0,45,4931403.0,,,1,1999-08-01 00:00:00,results_3505
3506,184,14,1,2.0,3,5.0,5,2.0,45,4935417.0,,,1,1999-08-01 00:00:00,results_3506
3507,184,44,20,18.0,7,6.0,6,1.0,45,4948473.0,,,1,1999-08-01 00:00:00,results_3507
3508,184,25,22,10.0,13,7.0,7,0.0,45,4951927.0,,,1,1999-08-01 00:00:00,results_3508
3509,184,55,15,11.0,21,8.0,8,0.0,45,4989885.0,,,1,1999-08-01 00:00:00,results_3509
3510,184,48,18,21.0,15,9.0,9,0.0,45,5026912.0,,,1,1999-08-01 00:00:00,results_3510
3511,184,69,18,20.0,19,10.0,10,0.0,44,,,,11,1999-08-01 00:00:00,results_3511
3512,184,65,24,17.0,17,11.0,11,0.0,40,,,,6,1999-08-01 00:00:00,results_3512
3513,184,37,21,14.0,20,,12,0.0,37,,,,20,1999-08-01 00:00:00,results_3513
3514,184,57,1,1.0,1,,13,0.0,25,,,,27,1999-08-01 00:00:00,results_3514
3515,184,70,3,5.0,14,,14,0.0,21,,,,24,1999-08-01 00:00:00,results_3515
3516,184,41,16,23.0,18,,15,0.0,20,,,,5,1999-08-01 00:00:00,results_3516
3517,184,68,21,15.0,22,,16,0.0,15,,,,5,1999-08-01 00:00:00,results_3517
3518,184,71,17,7.0,8,,17,0.0,13,,,,23,1999-08-01 00:00:00,results_3518
3519,184,15,20,19.0,9,,18,0.0,10,,,,5,1999-08-01 00:00:00,results_3519
3520,184,21,22,9.0,10,,19,0.0,7,,,,22,1999-08-01 00:00:00,results_3520
3521,184,22,24,16.0,6,,20,0.0,6,,,,9,1999-08-01 00:00:00,results_3521
3522,184,35,16,22.0,12,,21,0.0,0,,,,4,1999-08-01 00:00:00,results_3522
3523,184,64,15,12.0,16,,22,0.0,0,,,,4,1999-08-01 00:00:00,results_3523
3524,185,57,1,1.0,1,1.0,1,10.0,77,6383536.0,,,1,1999-08-15 00:00:00,results_3524
3525,185,14,1,2.0,3,2.0,2,6.0,77,6393242.0,,,1,1999-08-15 00:00:00,results_3525
3526,185,56,6,4.0,2,3.0,3,4.0,77,6410764.0,,,1,1999-08-15 00:00:00,results_3526
3527,185,49,17,8.0,5,4.0,4,3.0,77,6415351.0,,,1,1999-08-15 00:00:00,results_3527
3528,185,22,24,16.0,8,5.0,5,2.0,77,6427344.0,,,1,1999-08-15 00:00:00,results_3528
3529,185,71,17,7.0,6,6.0,6,1.0,77,6439262.0,,,1,1999-08-15 00:00:00,results_3529
3530,185,25,22,10.0,7,7.0,7,0.0,77,6444548.0,,,1,1999-08-15 00:00:00,results_3530
3531,185,15,20,19.0,13,8.0,8,0.0,76,,,,11,1999-08-15 00:00:00,results_3531
3532,185,23,3,6.0,16,9.0,9,0.0,76,,,,11,1999-08-15 00:00:00,results_3532
3533,185,44,20,18.0,14,10.0,10,0.0,76,,,,11,1999-08-15 00:00:00,results_3533
3534,185,65,24,17.0,10,11.0,11,0.0,76,,,,11,1999-08-15 00:00:00,results_3534
3535,185,63,6,3.0,18,12.0,12,0.0,75,,,,12,1999-08-15 00:00:00,results_3535
3536,185,41,16,23.0,17,13.0,13,0.0,75,,,,12,1999-08-15 00:00:00,results_3536
3537,185,69,18,20.0,19,14.0,14,0.0,75,,,,12,1999-08-15 00:00:00,results_3537
3538,185,37,21,14.0,20,15.0,15,0.0,75,,,,12,1999-08-15 00:00:00,results_3538
3539,185,55,15,11.0,11,16.0,16,0.0,74,,,,32,1999-08-15 00:00:00,results_3539
3540,185,48,18,21.0,22,17.0,17,0.0,74,,,,13,1999-08-15 00:00:00,results_3540
3541,185,35,16,22.0,9,,18,0.0,60,,,,8,1999-08-15 00:00:00,results_3541
3542,185,21,22,9.0,4,,19,0.0,52,,,,5,1999-08-15 00:00:00,results_3542
3543,185,68,21,15.0,21,,20,0.0,26,,,,7,1999-08-15 00:00:00,results_3543
3544,185,64,15,12.0,12,,21,0.0,19,,,,20,1999-08-15 00:00:00,results_3544
3545,185,70,3,5.0,15,,22,0.0,10,,,,24,1999-08-15 00:00:00,results_3545
3546,186,14,1,2.0,2,1.0,1,10.0,44,5143057.0,,,1,1999-08-29 00:00:00,results_3546
3547,186,57,1,1.0,1,2.0,2,6.0,44,5153526.0,,,1,1999-08-29 00:00:00,results_3547
3548,186,49,17,8.0,3,3.0,3,4.0,44,5176490.0,,,1,1999-08-29 00:00:00,results_3548
3549,186,56,6,4.0,6,4.0,4,3.0,44,5188005.0,,,1,1999-08-29 00:00:00,results_3549
3550,186,23,3,6.0,5,5.0,5,2.0,44,5191124.0,,,1,1999-08-29 00:00:00,results_3550
3551,186,71,17,7.0,4,6.0,6,1.0,44,5197973.0,,,1,1999-08-29 00:00:00,results_3551
3552,186,63,6,3.0,9,7.0,7,0.0,44,5199306.0,,,1,1999-08-29 00:00:00,results_3552
3553,186,70,3,5.0,8,8.0,8,0.0,44,5210079.0,,,1,1999-08-29 00:00:00,results_3553
3554,186,55,15,11.0,16,9.0,9,0.0,44,5216905.0,,,1,1999-08-29 00:00:00,results_3554
3555,186,22,24,16.0,7,10.0,10,0.0,44,5223799.0,,,1,1999-08-29 00:00:00,results_3555
3556,186,21,22,9.0,13,11.0,11,0.0,44,5235252.0,,,1,1999-08-29 00:00:00,results_3556
3557,186,15,20,19.0,12,12.0,12,0.0,44,5239211.0,,,1,1999-08-29 00:00:00,results_3557
3558,186,44,20,18.0,17,13.0,13,0.0,44,5244600.0,,,1,1999-08-29 00:00:00,results_3558
3559,186,25,22,10.0,15,14.0,14,0.0,44,5260802.0,,,1,1999-08-29 00:00:00,results_3559
3560,186,35,16,22.0,11,15.0,15,0.0,43,,,,11,1999-08-29 00:00:00,results_3560
3561,186,48,18,21.0,21,16.0,16,0.0,43,,,,11,1999-08-29 00:00:00,results_3561
3562,186,37,21,14.0,22,,17,0.0,35,,,,7,1999-08-29 00:00:00,results_3562
3563,186,69,18,20.0,20,,18,0.0,33,,,,22,1999-08-29 00:00:00,results_3563
3564,186,41,16,23.0,14,,19,0.0,33,,,,6,1999-08-29 00:00:00,results_3564
3565,186,65,24,17.0,10,,20,0.0,27,,,,23,1999-08-29 00:00:00,results_3565
3566,186,64,15,12.0,18,,21,0.0,19,,,,20,1999-08-29 00:00:00,results_3566
3567,186,68,21,15.0,19,,22,0.0,0,,,,8,1999-08-29 00:00:00,results_3567
3568,187,49,17,8.0,2,1.0,1,10.0,53,4622923.0,,,1,1999-09-12 00:00:00,results_3568
3569,187,23,3,6.0,5,2.0,2,6.0,53,4626195.0,,,1,1999-09-12 00:00:00,results_3569
3570,187,63,6,3.0,6,3.0,3,4.0,53,4634855.0,,,1,1999-09-12 00:00:00,results_3570
3571,187,22,24,16.0,7,4.0,4,3.0,53,4640553.0,,,1,1999-09-12 00:00:00,results_3571
3572,187,14,1,2.0,3,5.0,5,2.0,53,4641065.0,,,1,1999-09-12 00:00:00,results_3572
3573,187,56,6,4.0,8,6.0,6,1.0,53,4650325.0,,,1,1999-09-12 00:00:00,results_3573
3574,187,70,3,5.0,4,7.0,7,0.0,53,4650970.0,,,1,1999-09-12 00:00:00,results_3574
3575,187,35,16,22.0,11,8.0,8,0.0,53,4664720.0,,,1,1999-09-12 00:00:00,results_3575
3576,187,55,15,11.0,13,9.0,9,0.0,53,4665121.0,,,1,1999-09-12 00:00:00,results_3576
3577,187,71,17,7.0,9,10.0,10,0.0,53,4679182.0,,,1,1999-09-12 00:00:00,results_3577
3578,187,44,20,18.0,10,11.0,11,0.0,52,,,,5,1999-09-12 00:00:00,results_3578
3579,187,65,24,17.0,15,,12,0.0,40,,,,8,1999-09-12 00:00:00,results_3579
3580,187,68,21,15.0,22,,13,0.0,35,,,,20,1999-09-12 00:00:00,results_3580
3581,187,37,21,14.0,21,,14,0.0,35,,,,54,1999-09-12 00:00:00,results_3581
3582,187,57,1,1.0,1,,15,0.0,29,,,,20,1999-09-12 00:00:00,results_3582
3583,187,15,20,19.0,12,,16,0.0,29,,,,25,1999-09-12 00:00:00,results_3583
3584,187,41,16,23.0,18,,17,0.0,25,,,,67,1999-09-12 00:00:00,results_3584
3585,187,69,18,20.0,19,,18,0.0,23,,,,4,1999-09-12 00:00:00,results_3585
3586,187,25,22,10.0,14,,19,0.0,11,,,,10,1999-09-12 00:00:00,results_3586
3587,187,64,15,12.0,16,,20,0.0,1,,,,20,1999-09-12 00:00:00,results_3587
3588,187,21,22,9.0,17,,21,0.0,1,,,,20,1999-09-12 00:00:00,results_3588
3589,187,48,18,21.0,20,,22,0.0,0,,,,4,1999-09-12 00:00:00,results_3589
