part_rownum|p_partkey|p_name|p_mfgr|p_brand|p_type|p_size|p_container|p_retailprice|p_comment
part_6539|6537|olive cornsilk blanched seashell magenta|Manufacturer#5           |Brand#53  |PROMO POLISHED NICKEL|20|MED BOX   |1443.53|furiously unu
part_6540|6538|powder turquoise bisque grey steel|Manufacturer#5           |Brand#51  |PROMO ANODIZED NICKEL|10|JUMBO BAG |1444.53|hins wake ac
part_6541|6539|black olive metallic azure spring|Manufacturer#1           |Brand#13  |SMALL POLISHED COPPER|29|MED JAR   |1445.53|symptotes? quickly
part_6542|6540|papaya salmon sienna ivory lime|Manufacturer#3           |Brand#32  |MEDIUM ANODIZED COPPER|5|JUMBO PACK|1446.54|beans wake re
part_6543|6541|metallic thistle plum frosted light|Manufacturer#2           |Brand#23  |SMALL POLISHED BRASS|49|JUMBO DRUM|1447.54|its haggle along
part_6544|6542|violet peach sienna blue rosy|Manufacturer#3           |Brand#34  |MEDIUM BRUSHED BRASS|38|SM BAG    |1448.54|asymptote
part_6545|6543|sky red goldenrod bisque tomato|Manufacturer#1           |Brand#14  |STANDARD POLISHED COPPER|28|JUMBO PACK|1449.54| packages haggle car
part_6546|6544|firebrick aquamarine black midnight red|Manufacturer#2           |Brand#25  |STANDARD BRUSHED TIN|13|SM PKG    |1450.54|e slyl
part_6547|6545|powder blue orchid slate lemon|Manufacturer#4           |Brand#45  |SMALL PLATED COPPER|36|LG PACK   |1451.54|ording to the slyly 
part_6548|6546|magenta sandy pale lavender steel|Manufacturer#2           |Brand#25  |LARGE BRUSHED BRASS|41|MED PKG   |1452.54|ic pinto beans use 
part_6549|6547|forest khaki firebrick brown light|Manufacturer#2           |Brand#23  |LARGE PLATED COPPER|33|WRAP CASE |1453.54|ructions
part_6550|6548|green slate brown orange sandy|Manufacturer#5           |Brand#54  |PROMO BURNISHED STEEL|7|WRAP BAG  |1454.54|atele
part_6551|6549|gainsboro sandy slate beige burlywood|Manufacturer#3           |Brand#33  |SMALL BRUSHED NICKEL|45|LG CAN    |1455.54|ckages.
part_6552|6550|cyan cornflower magenta cornsilk lawn|Manufacturer#2           |Brand#24  |LARGE POLISHED STEEL|23|WRAP PACK |1456.55|requests
part_6553|6551|firebrick deep smoke mint peach|Manufacturer#5           |Brand#51  |PROMO ANODIZED BRASS|35|JUMBO BOX |1457.55|s. carefully
part_6554|6552|cream lemon chocolate sienna black|Manufacturer#5           |Brand#51  |LARGE ANODIZED NICKEL|25|LG BOX    |1458.55|ronic 
part_6555|6553|white green misty wheat indian|Manufacturer#2           |Brand#24  |SMALL POLISHED COPPER|33|JUMBO CASE|1459.55|ending excu
part_6556|6554|drab maroon deep cyan floral|Manufacturer#1           |Brand#13  |MEDIUM POLISHED NICKEL|42|JUMBO PKG |1460.55|pending accounts 
part_6557|6555|brown thistle frosted sienna moccasin|Manufacturer#2           |Brand#25  |LARGE ANODIZED STEEL|23|WRAP BAG  |1461.55|are furiou
part_6558|6556|forest misty seashell navy ghost|Manufacturer#3           |Brand#32  |MEDIUM BRUSHED NICKEL|42|MED CAN   |1462.55|nusual ideas. sp
part_6559|6557|lawn blue navy rose navajo|Manufacturer#1           |Brand#15  |STANDARD BURNISHED NICKEL|28|SM BOX    |1463.55|pendin
part_6560|6558|floral cornflower burlywood rose firebrick|Manufacturer#5           |Brand#52  |SMALL ANODIZED BRASS|3|LG DRUM   |1464.55|d ideas are 
part_6561|6559|honeydew steel seashell peach cornflower|Manufacturer#3           |Brand#31  |PROMO POLISHED TIN|8|JUMBO DRUM|1465.55|pades boost blithel
part_6562|6560|salmon dim moccasin frosted indian|Manufacturer#3           |Brand#34  |STANDARD BRUSHED BRASS|7|SM BAG    |1466.56|d the daringly regula
part_6563|6561|dodger bisque blush peach lawn|Manufacturer#3           |Brand#35  |MEDIUM PLATED BRASS|42|LG BOX    |1467.56|r the blithely spec
part_6564|6562|spring hot blanched chocolate orange|Manufacturer#5           |Brand#52  |ECONOMY ANODIZED STEEL|3|LG PACK   |1468.56|g accounts slee
part_6565|6563|peach royal lemon frosted tomato|Manufacturer#5           |Brand#55  |ECONOMY POLISHED COPPER|43|LG PACK   |1469.56|yly unusual patt
part_6566|6564|slate brown floral firebrick grey|Manufacturer#4           |Brand#44  |PROMO BURNISHED TIN|44|WRAP JAR  |1470.56|pendencies boost blith
part_6567|6565|cyan lace chiffon papaya coral|Manufacturer#5           |Brand#53  |MEDIUM POLISHED STEEL|32|MED DRUM  |1471.56|ing to the s
part_6568|6566|misty salmon frosted antique honeydew|Manufacturer#4           |Brand#42  |PROMO ANODIZED BRASS|38|LG CASE   |1472.56| furiously fur
part_6569|6567|snow magenta dark saddle sky|Manufacturer#1           |Brand#13  |STANDARD POLISHED NICKEL|47|WRAP BAG  |1473.56|express deposits 
part_6570|6568|dark lime sandy burnished blanched|Manufacturer#2           |Brand#23  |MEDIUM POLISHED BRASS|50|MED JAR   |1474.56|t, pendi
part_6571|6569|ivory snow red olive lawn|Manufacturer#4           |Brand#44  |SMALL BURNISHED COPPER|14|JUMBO JAR |1475.56|g the brave foxes dazz
part_6572|6570|medium lawn puff magenta saddle|Manufacturer#2           |Brand#25  |SMALL BURNISHED NICKEL|43|WRAP PACK |1476.57|kages. r
part_6573|6571|lace saddle lavender khaki pink|Manufacturer#5           |Brand#51  |SMALL PLATED BRASS|34|JUMBO CASE|1477.57|en dolphi
part_6574|6572|green salmon lace powder lemon|Manufacturer#3           |Brand#33  |PROMO ANODIZED NICKEL|7|JUMBO PKG |1478.57|quickly final foxe
part_6575|6573|cyan smoke firebrick papaya brown|Manufacturer#1           |Brand#13  |LARGE ANODIZED BRASS|32|JUMBO PACK|1479.57|ges affix.
part_6576|6574|lavender mint olive honeydew lemon|Manufacturer#3           |Brand#33  |LARGE BURNISHED COPPER|45|MED PACK  |1480.57|c pinto beans haggle c
part_6577|6575|aquamarine red lime pale sandy|Manufacturer#3           |Brand#34  |STANDARD ANODIZED NICKEL|41|SM BAG    |1481.57|into beans
part_6578|6576|lawn black cyan tomato cornsilk|Manufacturer#5           |Brand#51  |LARGE BRUSHED NICKEL|9|LG CAN    |1482.57|. carefully silent pi
part_6579|6577|firebrick royal purple khaki burnished|Manufacturer#2           |Brand#22  |ECONOMY BURNISHED COPPER|41|WRAP CASE |1483.57|oost quickly acro
part_6580|6578|yellow cyan moccasin aquamarine cornflower|Manufacturer#3           |Brand#35  |PROMO ANODIZED BRASS|46|SM CASE   |1484.57| requests wake blithel
part_6581|6579|rosy chartreuse green red navy|Manufacturer#4           |Brand#45  |STANDARD BRUSHED STEEL|17|SM CAN    |1485.57|special accounts wil
part_6582|6580|dark thistle coral cornsilk red|Manufacturer#5           |Brand#52  |PROMO BRUSHED STEEL|43|JUMBO BOX |1486.58|s caj
part_6583|6581|khaki purple lawn royal slate|Manufacturer#3           |Brand#33  |LARGE BRUSHED COPPER|20|MED PKG   |1487.58|ily qui
part_6584|6582|rosy frosted puff drab dim|Manufacturer#1           |Brand#15  |LARGE BURNISHED BRASS|19|JUMBO CASE|1488.58|y bold ideas. bold
part_6585|6583|magenta blue burnished azure midnight|Manufacturer#5           |Brand#52  |SMALL BRUSHED BRASS|10|SM CAN    |1489.58|y unusual deposit
part_6586|6584|peach hot bisque white snow|Manufacturer#4           |Brand#42  |STANDARD BRUSHED BRASS|44|LG BAG    |1490.58|ent th
part_6587|6585|tomato snow cornflower black mint|Manufacturer#4           |Brand#43  |SMALL BRUSHED NICKEL|39|JUMBO BOX |1491.58|ly regular deposit
part_6588|6586|navy yellow frosted tomato wheat|Manufacturer#3           |Brand#32  |MEDIUM POLISHED COPPER|46|WRAP DRUM |1492.58| nod stealthily
part_6589|6587|tan cornflower plum dark peru|Manufacturer#1           |Brand#14  |SMALL PLATED TIN|30|WRAP PKG  |1493.58|e slyly
part_6590|6588|floral tomato white medium burlywood|Manufacturer#3           |Brand#34  |LARGE BURNISHED BRASS|31|JUMBO BAG |1494.58|refully pending pin
part_6591|6589|olive white spring misty cream|Manufacturer#1           |Brand#11  |ECONOMY PLATED NICKEL|30|LG PACK   |1495.58| even pin
part_6592|6590|firebrick chartreuse goldenrod honeydew steel|Manufacturer#1           |Brand#13  |SMALL BRUSHED COPPER|28|MED DRUM  |1496.59|es sleep about th
part_6593|6591|gainsboro khaki chocolate rosy navajo|Manufacturer#1           |Brand#11  |ECONOMY PLATED NICKEL|29|SM BAG    |1497.59|x daringly bol
part_6594|6592|puff olive drab grey red|Manufacturer#4           |Brand#44  |LARGE POLISHED NICKEL|4|MED BAG   |1498.59| acco
part_6595|6593|blanched lime lace magenta rosy|Manufacturer#1           |Brand#14  |ECONOMY POLISHED COPPER|41|MED PKG   |1499.59| slyly regular the
part_6596|6594|black khaki navajo purple turquoise|Manufacturer#2           |Brand#21  |MEDIUM BURNISHED TIN|20|WRAP PACK |1500.59|pendenci
part_6597|6595|bisque lemon firebrick gainsboro pale|Manufacturer#3           |Brand#31  |SMALL PLATED NICKEL|36|MED CASE  |1501.59|ar theod
part_6598|6596|mint misty coral turquoise cornsilk|Manufacturer#2           |Brand#24  |LARGE POLISHED TIN|15|SM DRUM   |1502.59|y unusual deposits ar
part_6599|6597|metallic tan khaki beige salmon|Manufacturer#4           |Brand#44  |LARGE POLISHED TIN|11|WRAP CAN  |1503.59|xes against the care
part_6600|6598|cream brown goldenrod lawn burnished|Manufacturer#3           |Brand#32  |LARGE PLATED COPPER|33|SM PACK   |1504.59|odolites
part_6601|6599|plum midnight turquoise tan violet|Manufacturer#5           |Brand#54  |LARGE ANODIZED NICKEL|49|MED BOX   |1505.59|fluffily against the f
part_6602|6600|aquamarine blanched drab floral burnished|Manufacturer#3           |Brand#31  |PROMO PLATED STEEL|17|JUMBO CASE|1506.60| are around 
part_6603|6601|cyan orange metallic blush navajo|Manufacturer#2           |Brand#21  |LARGE PLATED NICKEL|8|MED CASE  |1507.60|ingly brave dol
part_6604|6602|blush violet azure black tan|Manufacturer#5           |Brand#53  |SMALL BURNISHED COPPER|45|JUMBO CASE|1508.60|ly silent deposits. a
part_6605|6603|wheat blanched grey slate brown|Manufacturer#4           |Brand#42  |PROMO BRUSHED NICKEL|33|MED JAR   |1509.60|posits are furiously
part_6606|6604|powder smoke rose maroon cornsilk|Manufacturer#4           |Brand#43  |STANDARD BURNISHED NICKEL|48|SM CASE   |1510.60|ckly bold ideas.
part_6607|6605|peru pale spring orange papaya|Manufacturer#3           |Brand#32  |MEDIUM ANODIZED STEEL|10|SM PKG    |1511.60|lyly. furiously
part_6608|6606|rosy grey midnight wheat lavender|Manufacturer#5           |Brand#51  |SMALL ANODIZED STEEL|7|SM DRUM   |1512.60|stealthily even ideas 
part_6609|6607|khaki goldenrod floral misty navy|Manufacturer#1           |Brand#14  |LARGE BRUSHED BRASS|39|SM CAN    |1513.60|d dependencies. 
part_6610|6608|lemon ivory cornsilk navy seashell|Manufacturer#2           |Brand#21  |SMALL PLATED TIN|26|WRAP DRUM |1514.60|lyly among the fu
part_6611|6609|cornflower medium grey royal slate|Manufacturer#3           |Brand#33  |SMALL ANODIZED BRASS|41|WRAP BOX  |1515.60|cross the fluff
part_6612|6610|moccasin lavender khaki dim white|Manufacturer#3           |Brand#31  |ECONOMY BRUSHED COPPER|46|SM JAR    |1516.61|are furio
part_6613|6611|chocolate puff rose indian purple|Manufacturer#4           |Brand#42  |PROMO ANODIZED BRASS|32|MED BOX   |1517.61|fix slyly 
part_6614|6612|blue hot wheat misty gainsboro|Manufacturer#1           |Brand#14  |MEDIUM PLATED TIN|44|JUMBO JAR |1518.61|dinos. blithely 
part_6615|6613|rose slate antique maroon beige|Manufacturer#3           |Brand#31  |SMALL BURNISHED COPPER|7|WRAP PACK |1519.61|slyly 
part_6616|6614|misty peach blue cornflower indian|Manufacturer#5           |Brand#53  |MEDIUM BURNISHED TIN|46|JUMBO DRUM|1520.61|ly bold packages cajo
part_6617|6615|rosy drab sienna misty royal|Manufacturer#5           |Brand#54  |SMALL ANODIZED BRASS|16|MED PACK  |1521.61|ar requests. blithe
part_6618|6616|azure coral sienna midnight lavender|Manufacturer#5           |Brand#51  |ECONOMY ANODIZED STEEL|9|LG PKG    |1522.61| the q
part_6619|6617|dodger black tomato powder peru|Manufacturer#3           |Brand#33  |ECONOMY BURNISHED COPPER|3|WRAP PACK |1523.61|ithely a
part_6620|6618|floral spring antique moccasin peru|Manufacturer#4           |Brand#43  |PROMO BRUSHED BRASS|25|SM CASE   |1524.61|r the unusual, 
part_6621|6619|violet frosted medium ivory cornsilk|Manufacturer#2           |Brand#22  |LARGE ANODIZED COPPER|21|JUMBO BOX |1525.61|s hang bli
part_6622|6620|puff khaki peru midnight chocolate|Manufacturer#5           |Brand#53  |STANDARD ANODIZED BRASS|34|MED PACK  |1526.62|ounts. pen
part_6623|6621|steel deep brown cornflower burnished|Manufacturer#3           |Brand#31  |SMALL BRUSHED COPPER|7|JUMBO CAN |1527.62|tructions bre
part_6624|6622|rose burlywood blue deep salmon|Manufacturer#2           |Brand#22  |ECONOMY POLISHED COPPER|16|LG PACK   |1528.62| foxes are b
part_6625|6623|salmon lavender blue medium papaya|Manufacturer#4           |Brand#41  |ECONOMY POLISHED NICKEL|5|WRAP DRUM |1529.62|lyly above the
part_6626|6624|tan blanched cream dodger grey|Manufacturer#2           |Brand#23  |MEDIUM BRUSHED TIN|26|SM CASE   |1530.62|s above the slyly cl
part_6627|6625|chartreuse ghost dim frosted sandy|Manufacturer#2           |Brand#23  |MEDIUM BRUSHED BRASS|18|MED CASE  |1531.62| at the slyly iro
part_6628|6626|chartreuse lime hot saddle rose|Manufacturer#3           |Brand#31  |MEDIUM BURNISHED COPPER|17|LG DRUM   |1532.62|ctions
part_6629|6627|medium peru chartreuse orange royal|Manufacturer#4           |Brand#42  |STANDARD POLISHED NICKEL|32|JUMBO PACK|1533.62|ronic, even dep
part_6630|6628|lemon sienna medium pink saddle|Manufacturer#5           |Brand#55  |PROMO PLATED TIN|3|SM CASE   |1534.62| across the silent, 
part_6631|6629|deep bisque lavender snow ivory|Manufacturer#4           |Brand#43  |STANDARD PLATED TIN|29|JUMBO JAR |1535.62|ggle blithely expres
part_6632|6630|spring metallic chocolate deep blush|Manufacturer#1           |Brand#14  |STANDARD ANODIZED BRASS|47|MED BAG   |1536.63|t slyly al
part_6633|6631|drab moccasin lace white ghost|Manufacturer#3           |Brand#33  |SMALL PLATED BRASS|28|WRAP CASE |1537.63|es nag. multi
part_6634|6632|sandy orchid misty navajo antique|Manufacturer#1           |Brand#15  |ECONOMY PLATED COPPER|35|JUMBO CAN |1538.63|eas cajole bl
part_6635|6633|orchid thistle sky linen khaki|Manufacturer#2           |Brand#21  |ECONOMY ANODIZED STEEL|27|WRAP JAR  |1539.63|ounts thrash 
part_6636|6634|lace olive indian orange dim|Manufacturer#4           |Brand#41  |STANDARD BURNISHED STEEL|34|SM CAN    |1540.63| above the 
part_6637|6635|frosted midnight khaki tomato sandy|Manufacturer#4           |Brand#43  |PROMO PLATED NICKEL|38|SM CAN    |1541.63|side 
part_6638|6636|red linen dodger floral hot|Manufacturer#5           |Brand#52  |STANDARD POLISHED NICKEL|45|MED BOX   |1542.63|nstruct
part_6639|6637|chiffon bisque frosted magenta red|Manufacturer#1           |Brand#13  |LARGE PLATED BRASS|41|MED CAN   |1543.63|. blithely
part_6640|6638|sandy antique cornflower dim honeydew|Manufacturer#1           |Brand#13  |PROMO BRUSHED NICKEL|50|LG BAG    |1544.63|uickly final
part_6641|6639|turquoise midnight smoke maroon chiffon|Manufacturer#1           |Brand#11  |MEDIUM POLISHED STEEL|34|LG CASE   |1545.63|y deposits 
part_6642|6640|pink sandy red mint black|Manufacturer#5           |Brand#54  |ECONOMY POLISHED TIN|3|JUMBO PKG |1546.64|ld depos
part_6643|6641|cyan indian grey drab chartreuse|Manufacturer#2           |Brand#23  |ECONOMY ANODIZED COPPER|11|SM BOX    |1547.64|ts. quickly
part_6644|6642|gainsboro navajo cream medium maroon|Manufacturer#3           |Brand#33  |ECONOMY BURNISHED NICKEL|34|JUMBO BOX |1548.64|al accounts. carefull
part_6645|6643|white lemon blanched deep yellow|Manufacturer#3           |Brand#33  |PROMO ANODIZED TIN|44|SM BOX    |1549.64|the ironic ins
part_6646|6644|khaki sandy moccasin goldenrod almond|Manufacturer#2           |Brand#24  |SMALL BRUSHED COPPER|25|MED CAN   |1550.64|ts nag blithely above 
part_6647|6645|blush antique lemon plum dim|Manufacturer#4           |Brand#41  |STANDARD POLISHED STEEL|43|LG JAR    |1551.64|pendencies affix. regu
part_6648|6646|cornflower green slate spring medium|Manufacturer#5           |Brand#55  |STANDARD BRUSHED STEEL|2|WRAP BAG  |1552.64|equests. de
part_6649|6647|turquoise forest misty dodger aquamarine|Manufacturer#1           |Brand#13  |ECONOMY PLATED TIN|3|MED PKG   |1553.64|ptotes. slyly ir
part_6650|6648|forest beige chiffon hot peach|Manufacturer#1           |Brand#14  |STANDARD PLATED NICKEL|2|SM DRUM   |1554.64|gside of the 
part_6651|6649|rosy saddle beige almond light|Manufacturer#2           |Brand#22  |ECONOMY ANODIZED NICKEL|18|WRAP BOX  |1555.64|t. regular ideas are: 
part_6652|6650|almond white misty goldenrod blanched|Manufacturer#3           |Brand#32  |MEDIUM ANODIZED COPPER|27|SM PACK   |1556.65| after the warhors
part_6653|6651|burlywood sandy olive orange smoke|Manufacturer#2           |Brand#23  |ECONOMY ANODIZED NICKEL|20|WRAP PKG  |1557.65| frays. 
part_6654|6652|red puff green sandy smoke|Manufacturer#1           |Brand#12  |ECONOMY BRUSHED TIN|33|SM JAR    |1558.65|. blithely bold ac
part_6655|6653|sienna papaya cornflower coral peru|Manufacturer#3           |Brand#32  |ECONOMY POLISHED NICKEL|10|LG PACK   |1559.65|bout the unusual, i
part_6656|6654|gainsboro dim goldenrod maroon light|Manufacturer#5           |Brand#52  |STANDARD BURNISHED COPPER|40|MED BAG   |1560.65|en decoy
part_6657|6655|burlywood snow frosted dark drab|Manufacturer#4           |Brand#42  |SMALL BURNISHED BRASS|36|WRAP PACK |1561.65|? blithel
part_6658|6656|chiffon indian lace purple cream|Manufacturer#2           |Brand#22  |LARGE PLATED BRASS|31|MED PACK  |1562.65|al excuses 
part_6659|6657|tomato lavender blush drab lawn|Manufacturer#2           |Brand#24  |SMALL POLISHED NICKEL|19|LG CASE   |1563.65|uests. bravely unusua
part_6660|6658|thistle goldenrod yellow beige black|Manufacturer#4           |Brand#43  |ECONOMY PLATED BRASS|20|MED BAG   |1564.65|nding pl
part_6661|6659|yellow pink pale rose honeydew|Manufacturer#2           |Brand#21  |LARGE BRUSHED NICKEL|22|MED JAR   |1565.65|xpress asympto
part_6662|6660|lime blanched rose salmon forest|Manufacturer#2           |Brand#23  |STANDARD PLATED BRASS|39|SM PKG    |1566.66|p. qu
part_6663|6661|beige coral ghost papaya antique|Manufacturer#2           |Brand#23  |PROMO BURNISHED STEEL|2|MED CASE  |1567.66|ly special instr
part_6664|6662|almond salmon hot sandy forest|Manufacturer#4           |Brand#43  |SMALL PLATED TIN|7|SM PKG    |1568.66|r requests.
part_6665|6663|spring seashell violet aquamarine dodger|Manufacturer#2           |Brand#25  |LARGE ANODIZED COPPER|32|LG JAR    |1569.66|c ideas.
part_6666|6664|lace peach snow pale spring|Manufacturer#3           |Brand#35  |LARGE POLISHED NICKEL|21|LG CAN    |1570.66| quickly pending dol
part_6667|6665|goldenrod chocolate peru midnight lemon|Manufacturer#5           |Brand#55  |LARGE BURNISHED BRASS|22|WRAP JAR  |1571.66| furiously to
