orders_rownum|o_orderkey|o_custkey|o_orderstatus|o_totalprice|o_orderdate|o_orderpriority|o_clerk|o_shippriority|o_comment
orders_23150|92514|2752|F|187577.44|1994-01-30|4-NOT SPECIFIED|Clerk#000000690|0|ual warthogs. carefully ironic forges are. excuse
orders_23151|92515|1516|F|168508.53|1993-01-17|2-HIGH         |Clerk#000000164|0|s sleep fluffily slyly
orders_23152|92516|1402|F|63049.25|1994-05-06|4-NOT SPECIFIED|Clerk#000000307|0|silent, express requests
orders_23153|92517|12862|O|91690.78|1998-02-17|5-LOW          |Clerk#000000832|0|efully enticing sauternes. slyly even pinto beans cajole blith
orders_23154|92518|5881|F|222732.25|1994-11-21|5-LOW          |Clerk#000000891|0|pinto beans play carefully against the slyly pending deposits. final, reg
orders_23155|92519|7111|F|126596.07|1992-12-15|5-LOW          |Clerk#000000167|0|final asymptotes haggle carefully ironic requests. c
orders_23156|92544|1916|F|105630.04|1992-09-04|5-LOW          |Clerk#000000093|0|se carefully quickly 
orders_23157|92545|4183|F|187836.13|1993-06-23|2-HIGH         |Clerk#000000715|0|press foxes cajole quickly against the slyly unusual instructions. pa
orders_23158|92546|12119|F|52739.13|1992-07-27|1-URGENT       |Clerk#000000429|0|latelets. furiously even accounts affix furious
orders_23159|92547|2365|O|18728.60|1995-10-03|2-HIGH         |Clerk#000000635|0|ly special requests affix. carefully exp
orders_23160|92548|13342|O|37197.85|1998-02-17|1-URGENT       |Clerk#000000705|0|l ideas! even packages are quickly across the blithely ironic packages. furi
orders_23161|92549|7559|O|111291.97|1996-09-10|3-MEDIUM       |Clerk#000000699|0| regular theodolites boost according to the final a
orders_23162|92550|11344|O|90683.84|1997-08-19|3-MEDIUM       |Clerk#000000616|0|es haggle pending, regular deposits. account
orders_23163|92551|6109|F|120825.23|1993-07-24|3-MEDIUM       |Clerk#000000088|0|ruthless accounts. platelets play fluffily. final, even requests use slyly. fu
orders_23164|92576|3136|O|103376.16|1997-01-13|1-URGENT       |Clerk#000000272|0| regular sauternes detect carefully. quickly exp
orders_23165|92577|3484|O|161933.56|1996-01-24|3-MEDIUM       |Clerk#000000855|0|pecial packages. ironic asymptotes are s
orders_23166|92578|6524|O|244864.28|1996-11-20|1-URGENT       |Clerk#000000736|0| ideas mold carefully: furiously special excuses impress quickly
orders_23167|92579|1243|F|1631.53|1993-12-22|4-NOT SPECIFIED|Clerk#000000480|0|quickly brave foxes. sentiments integrate furiously. ironic, 
orders_23168|92580|3508|P|277001.21|1995-06-09|4-NOT SPECIFIED|Clerk#000000565|0|s alongside of the carefully silent sheaves nag slyly blithely regular depo
orders_23169|92581|12121|F|186158.25|1994-12-11|3-MEDIUM       |Clerk#000000355|0|ependencies haggle blithely. never ironic deposits among the sl
orders_23170|92582|10853|F|76426.79|1992-02-29|3-MEDIUM       |Clerk#000000679|0|ound the furiously ironic instructions nag final, express deposits.
orders_23171|92583|6659|O|238587.24|1996-09-07|5-LOW          |Clerk#000000622|0|iously unusual instructions 
orders_23172|92608|14915|O|23297.13|1998-03-30|5-LOW          |Clerk#000000262|0|ly ironic deposits. blithely unusual asymptotes cajole fur
orders_23173|92609|9599|O|7380.12|1996-09-18|1-URGENT       |Clerk#000000035|0|se after the slyly bold deposits. furiously regular dolphins are sly
orders_23174|92610|5176|O|147823.59|1996-10-20|2-HIGH         |Clerk#000000010|0|wake carefully about the furiously reg
orders_23175|92611|10309|P|229069.00|1995-03-22|1-URGENT       |Clerk#000000952|0|es. accounts above the regular, pending packages nag slyly even requests. fu
orders_23176|92612|10964|F|17080.25|1995-02-17|5-LOW          |Clerk#000000064|0|ptotes. even accounts serve slyly. ir
orders_23177|92613|14581|O|257454.00|1995-12-27|5-LOW          |Clerk#000000833|0| cajole furiously regular deposits. fluffily regular foxes detect caref
orders_23178|92614|14858|O|179500.77|1996-10-04|2-HIGH         |Clerk#000000030|0|st have to sleep slyly regular decoys. blithely even requests near the fi
orders_23179|92615|12745|O|223073.79|1998-04-23|4-NOT SPECIFIED|Clerk#000000748|0|ly ironic ideas doubt quickly.
orders_23180|92640|5545|F|270125.84|1994-02-17|4-NOT SPECIFIED|Clerk#000000351|0|nic pinto beans boost carefully
orders_23181|92641|7103|O|32504.29|1997-08-02|4-NOT SPECIFIED|Clerk#000000093|0| courts. ironic packages detect quietl
orders_23182|92642|9998|F|269146.18|1992-03-18|4-NOT SPECIFIED|Clerk#000000773|0|ites. unusual deposits was. express theodolites haggle against the
orders_23183|92643|659|O|207708.59|1997-11-28|2-HIGH         |Clerk#000000098|0|asymptotes wake across the regular
orders_23184|92644|451|F|94654.34|1993-07-01|5-LOW          |Clerk#000000292|0| the final, express requests. furiou
orders_23185|92645|9613|O|175425.78|1996-07-21|3-MEDIUM       |Clerk#000000753|0|ckages. final depths nag regular, busy foxes. special,
orders_23186|92646|8570|F|145773.33|1993-10-29|5-LOW          |Clerk#000000251|0|he dogged deposits snooze even requests. requests are quickly along the regula
orders_23187|92647|14299|O|37649.65|1996-02-18|3-MEDIUM       |Clerk#000000067|0|s sleep furiously. fur
orders_23188|92672|3626|O|364327.22|1998-03-17|4-NOT SPECIFIED|Clerk#000000607|0|ly enticing packages across the packages nag 
orders_23189|92673|7771|F|55179.29|1992-05-09|4-NOT SPECIFIED|Clerk#000000046|0|ly bold instructions? ironi
orders_23190|92674|11602|F|159798.85|1993-11-23|3-MEDIUM       |Clerk#000000817|0|egular packages are fluffily above the slyly final accounts. instructions s
orders_23191|92675|1603|O|138152.97|1997-01-07|4-NOT SPECIFIED|Clerk#000000312|0|ound the quickly regular excuses. carefully ironic requests across
orders_23192|92676|8465|O|31706.03|1996-05-30|4-NOT SPECIFIED|Clerk#000000410|0|its use furiously blithely special wa
orders_23193|92677|10180|F|258798.75|1992-02-19|5-LOW          |Clerk#000000493|0|ronic, pending pinto beans haggle carefully. furiously
orders_23194|92678|10961|F|67697.91|1994-07-02|1-URGENT       |Clerk#000000696|0|ly bold pinto beans affix carefully carefully bold accounts. even inst
orders_23195|92679|12482|F|175050.26|1994-05-18|5-LOW          |Clerk#000000063|0|ts wake. deposits use-- ruthlessly pending fox
orders_23196|92704|9125|F|135179.51|1994-11-02|4-NOT SPECIFIED|Clerk#000000543|0|kly slyly final dependencies. slyly regular platelets h
orders_23197|92705|925|F|215560.12|1993-04-23|4-NOT SPECIFIED|Clerk#000000158|0|refully furiously regular i
orders_23198|92706|6608|F|122805.42|1993-12-25|1-URGENT       |Clerk#000000815|0| decoys. regular foxes sleep s
orders_23199|92707|9767|O|180498.35|1995-08-25|1-URGENT       |Clerk#000000876|0|ely regular accounts-- final deposit
orders_23200|92708|13027|F|167987.73|1993-10-11|4-NOT SPECIFIED|Clerk#000000243|0|eodolites. slyly ironic request
orders_23201|92709|4627|F|144600.23|1992-01-31|2-HIGH         |Clerk#000000828|0| across the enticingly unusual deposits. slyly
orders_23202|92710|9781|F|60993.42|1993-08-11|5-LOW          |Clerk#000000802|0|ithely above the furiously unusual ideas. even, bold foxes haggle across the 
orders_23203|92711|1117|F|171785.01|1993-06-27|2-HIGH         |Clerk#000000220|0|hy, blithe deposits. platelets hin
orders_23204|92736|14968|P|198984.71|1995-04-23|5-LOW          |Clerk#000000518|0|al pinto beans cajole slyly across the ev
orders_23205|92737|7826|O|13025.86|1997-08-04|4-NOT SPECIFIED|Clerk#000000485|0| special, regular foxes integrate fu
orders_23206|92738|9394|F|70576.88|1993-07-03|3-MEDIUM       |Clerk#000000728|0|lithely final dolphins. slyly even deposits across 
orders_23207|92739|2891|O|205663.26|1995-12-14|2-HIGH         |Clerk#000000196|0|g to the furiously even deposits. express foxes cajole
orders_23208|92740|12865|F|190100.00|1993-01-23|2-HIGH         |Clerk#000000443|0|tes along the carefully final deposits wake after the foxes. fu
orders_23209|92741|14107|O|63250.35|1995-12-31|5-LOW          |Clerk#000000791|0|g, pending accounts boost slyly
orders_23210|92742|3049|O|9351.22|1998-05-04|5-LOW          |Clerk#000000741|0|se quickly across the express, bold instructions. carefully bold i
orders_23211|92743|8993|O|156229.67|1996-12-07|3-MEDIUM       |Clerk#000000946|0|rnis: express, even instructions cajole furiously. furiously pending depen
orders_23212|92768|4663|O|107545.80|1995-08-25|4-NOT SPECIFIED|Clerk#000000607|0|ipliers boost slyly fu
orders_23213|92769|1111|F|220533.54|1994-02-12|1-URGENT       |Clerk#000000963|0|carefully final requests. furiously final instructions snooz
orders_23214|92770|4573|F|164451.71|1994-08-16|5-LOW          |Clerk#000000786|0|fily ironic packages. blithely ironic accounts sleep. furiously bold foxes s
orders_23215|92771|10478|F|157536.16|1992-07-23|2-HIGH         |Clerk#000000438|0|even patterns. furiously
orders_23216|92772|7045|F|210277.28|1992-10-01|2-HIGH         |Clerk#000000749|0|ual accounts. slyly special escapades wake. foxes snooze. carefully regular
orders_23217|92773|4346|O|178226.98|1997-06-03|5-LOW          |Clerk#000000076|0|ely bold instructions unwind qu
orders_23218|92774|13681|O|208648.40|1996-08-16|2-HIGH         |Clerk#000000794|0| accounts wake furiously about th
orders_23219|92775|4591|O|143352.01|1995-06-11|4-NOT SPECIFIED|Clerk#000000300|0|pending deposits. final theodolites cajole against the bold dugouts? even
orders_23220|92800|2245|O|162188.96|1996-04-07|2-HIGH         |Clerk#000000856|0|yly regular accounts. ironic dependencies dazz
orders_23221|92801|12958|F|162751.78|1992-06-07|2-HIGH         |Clerk#000000299|0|nal deposits against the slyly ir
orders_23222|92802|8357|F|165442.02|1995-02-04|2-HIGH         |Clerk#000000034|0|re blithely along the carefully regular excuses. fluffily bol
orders_23223|92803|8578|O|134331.97|1995-12-03|2-HIGH         |Clerk#000000914|0|l deposits haggle blithely: bold req
orders_23224|92804|5611|O|183308.26|1996-10-15|4-NOT SPECIFIED|Clerk#000000169|0|y unusual deposits are sl
orders_23225|92805|5992|F|171210.19|1992-05-03|3-MEDIUM       |Clerk#000000283|0|quests haggle; special deposits nod against the carefully ironic theodol
orders_23226|92806|2257|F|200985.15|1992-07-24|2-HIGH         |Clerk#000000595|0|cuses integrate carefu
orders_23227|92807|14233|F|167669.24|1993-01-05|3-MEDIUM       |Clerk#000000732|0|ions wake above the deposits. b
orders_23228|92832|148|F|179699.98|1992-09-24|5-LOW          |Clerk#000000106|0|ges. fluffy requests nag blithely. slyly even instructions cajole. express
orders_23229|92833|5707|F|185084.49|1992-09-20|4-NOT SPECIFIED|Clerk#000000850|0|usual foxes. furiously final theodolites above the c
orders_23230|92834|10171|O|91890.82|1997-01-07|2-HIGH         |Clerk#000000994|0|ies use. furiously furious theodolites across the carefully ir
orders_23231|92835|1084|O|89580.86|1997-01-10|1-URGENT       |Clerk#000000499|0|y. requests are alongside of the carefully iron
orders_23232|92836|7421|O|78548.99|1997-05-21|1-URGENT       |Clerk#000000293|0|ly bold instructions haggle carefully carefully
orders_23233|92837|5878|F|59037.73|1993-01-02|3-MEDIUM       |Clerk#000000447|0|along the quickly even 
orders_23234|92838|14686|F|136637.95|1994-11-26|3-MEDIUM       |Clerk#000000231|0|s wake fluffily ironic deposits. 
orders_23235|92839|3799|O|112586.13|1996-10-18|5-LOW          |Clerk#000000477|0|hely after the furiously 
orders_23236|92864|7918|F|218767.61|1993-12-07|2-HIGH         |Clerk#000000836|0|n foxes. carefully special dolphins are across the carefully even requests--
orders_23237|92865|9377|O|79940.69|1997-05-11|2-HIGH         |Clerk#000000596|0|sits haggle. regular pinto beans cajole furiously a
orders_23238|92866|12433|O|102167.47|1996-11-13|2-HIGH         |Clerk#000000867|0|pendencies cajole evenly about the furiously ironic r
orders_23239|92867|6448|O|64424.43|1996-01-24|2-HIGH         |Clerk#000000773|0|ake slyly against the pending, slow packages. regular, 
orders_23240|92868|12797|F|253750.80|1992-11-22|1-URGENT       |Clerk#000000758|0|e furiously unusual accounts. slyly regular e
orders_23241|92869|4537|O|212566.21|1997-02-16|1-URGENT       |Clerk#000000138|0|ffily. furiously even pa
orders_23242|92870|7360|O|111030.46|1997-11-05|4-NOT SPECIFIED|Clerk#000000748|0|haggle blithely ironic ideas. blithely expres
orders_23243|92871|6499|F|122504.98|1994-05-03|2-HIGH         |Clerk#000000705|0|usy dependencies haggle blithely express multipliers. iron
orders_23244|92896|1972|F|50306.59|1993-07-02|2-HIGH         |Clerk#000000149|0| accounts are carefully duri
orders_23245|92897|6628|F|253051.32|1995-02-02|2-HIGH         |Clerk#000000552|0|final foxes. blithely regular packages kindle according to 
orders_23246|92898|11378|F|38075.92|1993-06-25|1-URGENT       |Clerk#000000625|0| beans. carefully pending ideas wake slyly. dogged platelets after the carefu
orders_23247|92899|1964|F|234820.04|1992-08-15|4-NOT SPECIFIED|Clerk#000000040|0|thin ideas sleep above the regular, final grouches. special reque
orders_23248|92900|5290|O|114775.49|1996-04-23|2-HIGH         |Clerk#000000924|0|to beans sleep ironic foxes. furious
orders_23249|92901|4108|F|154567.58|1995-01-19|1-URGENT       |Clerk#000000413|0|ngside of the bold theodolites. furiously even packages p
orders_23250|92902|12061|O|106001.45|1998-06-20|5-LOW          |Clerk#000000417|0|d packages. unusual, ironic pinto beans nag q
orders_23251|92903|6841|F|239557.81|1994-11-08|1-URGENT       |Clerk#000000380|0| are. fluffily regular forges 
orders_23252|92928|730|F|138086.73|1992-05-31|4-NOT SPECIFIED|Clerk#000000456|0|lly bold courts. pending
orders_23253|92929|13102|O|84529.24|1997-03-20|2-HIGH         |Clerk#000000764|0|ar accounts. carefully regular accounts wake furiou
orders_23254|92930|12697|F|235494.45|1994-01-25|5-LOW          |Clerk#000000653|0|es. theodolites are blithely around the quickly final packages! sp
orders_23255|92931|9905|O|51934.41|1996-10-25|5-LOW          |Clerk#000000363|0|ts boost furiously against the packages. blithel
orders_23256|92932|4468|F|331598.68|1994-01-17|4-NOT SPECIFIED|Clerk#000000743|0|accounts beneath the slyly unusual theodolites nag
orders_23257|92933|4343|F|299328.66|1994-02-23|5-LOW          |Clerk#000000154|0| cajole theodolites. furiously final accounts
orders_23258|92934|9983|F|277948.34|1994-11-04|4-NOT SPECIFIED|Clerk#000000466|0|tions. carefully regular fo
orders_23259|92935|4903|O|46648.60|1996-12-14|1-URGENT       |Clerk#000000201|0| express theodolites after th
orders_23260|92960|14584|F|196813.20|1993-04-30|4-NOT SPECIFIED|Clerk#000000783|0|lly ironic deposits. slyly sil
orders_23261|92961|6760|F|206937.35|1993-02-27|3-MEDIUM       |Clerk#000000337|0|osits cajole silent packages. special accounts sleep furiously foxes. regular
orders_23262|92962|2743|F|111423.67|1993-04-20|5-LOW          |Clerk#000000683|0|express, final multipliers haggle furiously about the fur
orders_23263|92963|11969|O|198736.48|1997-10-12|2-HIGH         |Clerk#000000941|0| around the even pinto beans. quickly final pinto beans use carefull
orders_23264|92964|7718|O|222456.29|1995-11-07|5-LOW          |Clerk#000000988|0| packages eat blithely slyly final epitaphs. special, final 
orders_23265|92965|6796|F|170090.02|1994-09-28|1-URGENT       |Clerk#000000377|0|pendencies haggle caref
orders_23266|92966|1988|O|112263.30|1997-08-08|2-HIGH         |Clerk#000000880|0|c requests. carefully regular packages use
orders_23267|92967|5707|O|8578.53|1995-10-04|3-MEDIUM       |Clerk#000000186|0|ncies sleep along the idl
orders_23268|92992|3181|P|126869.73|1995-05-11|4-NOT SPECIFIED|Clerk#000000195|0| special pinto beans. special dinos along the regular courts sleep blithel
orders_23269|92993|2380|O|133265.66|1995-12-04|1-URGENT       |Clerk#000000767|0| against the ironic, re
orders_23270|92994|14356|F|296918.41|1992-10-10|5-LOW          |Clerk#000000548|0|structions sleep carefully
orders_23271|92995|115|O|54685.40|1996-05-11|1-URGENT       |Clerk#000000508|0|as wake blithely above the unusual, express excuses. blithely ironic packages 
orders_23272|92996|11297|F|205031.63|1995-05-03|4-NOT SPECIFIED|Clerk#000000650|0|ly. ironic theodolites cajole quickly final, unusual the
orders_23273|92997|4147|F|49647.50|1993-12-01|2-HIGH         |Clerk#000000723|0|ve realms according to the blit
orders_23274|92998|7141|O|189500.65|1995-12-24|3-MEDIUM       |Clerk#000000362|0|sits. regular dinos sleep quickly up 
orders_23275|92999|13837|P|307111.74|1995-04-21|4-NOT SPECIFIED|Clerk#000000970|0|lly express waters haggle
orders_23276|93024|8719|O|85150.85|1998-01-19|5-LOW          |Clerk#000000936|0|tions wake furiously across the carefully unusual accounts. slyly unusual pack
orders_23277|93025|5933|F|169253.03|1993-04-15|1-URGENT       |Clerk#000000721|0|te slyly unusual deposits. final platelets according to the furious
orders_23278|93026|14503|F|115930.44|1992-05-24|4-NOT SPECIFIED|Clerk#000000805|0|ly special foxes detect across the bold packages. ironic, express
